input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input00130.dcm,dataset\bone_masks\mask00130.dcm,2742,259273,43,86,0.9695898161244696,0.984560143626571,0.0001658208517792963,0.03041018387553041,0.0492095947265625,0.955067920585162,0.9770176376269375
dataset\inputs\input00131.dcm,dataset\bone_masks\mask00131.dcm,2885,259172,18,69,0.9766418415707515,0.9937995177402686,6.944712373162545e-05,0.023358158429248477,0.0331878662109375,0.9707267833109018,0.9851459791702236
dataset\inputs\input00132.dcm,dataset\bone_masks\mask00132.dcm,877,261092,65,110,0.8885511651469098,0.9309978768577495,0.0002488924286923192,0.11144883485309018,0.0667572021484375,0.8336501901140684,0.909279419388284
dataset\inputs\input00133.dcm,dataset\bone_masks\mask00133.dcm,2978,258854,112,200,0.9370673379483953,0.9637540453074434,0.00043248920707737693,0.06293266205160478,0.1190185546875,0.9051671732522795,0.95022335673261
dataset\inputs\input00134.dcm,dataset\bone_masks\mask00134.dcm,3004,258831,111,198,0.9381636477201749,0.9643659711075442,0.00042866742359292813,0.06183635227982511,0.1178741455078125,0.9067310594627227,0.9510843754946968
dataset\inputs\input00135.dcm,dataset\bone_masks\mask00135.dcm,2994,258921,94,135,0.9568552253116012,0.969559585492228,0.00036291334478698144,0.04314477468839885,0.0873565673828125,0.928948184920881,0.9631655139134631
dataset\inputs\input00136.dcm,dataset\bone_masks\mask00136.dcm,2923,258949,141,131,0.9571054354944335,0.9539817232375979,0.0005442124358331082,0.04289456450556647,0.103759765625,0.9148669796557121,0.9555410264792416
dataset\inputs\input00137.dcm,dataset\bone_masks\mask00137.dcm,2834,258988,176,146,0.951006711409396,0.9415282392026578,0.000679106666049297,0.04899328859060403,0.122833251953125,0.8979721166032951,0.9462437395659432
dataset\inputs\input00138.dcm,dataset\bone_masks\mask00138.dcm,2736,258994,322,92,0.9674681753889675,0.894702419882276,0.001241728238905428,0.03253182461103253,0.157928466796875,0.8685714285714285,0.9296636085626911
dataset\inputs\input00139.dcm,dataset\bone_masks\mask00139.dcm,2719,259029,274,122,0.9570573741640267,0.908453057133311,0.00105667886603703,0.04294262583597325,0.15106201171875,0.8728731942215088,0.9321220431950634
dataset\inputs\input00140.dcm,dataset\bone_masks\mask00140.dcm,2579,259035,211,319,0.8899240855762595,0.9243727598566308,0.0008138987679655617,0.11007591442374051,0.202178955078125,0.8295271791572852,0.9068213783403657
dataset\inputs\input00141.dcm,dataset\bone_masks\mask00141.dcm,2894,258864,268,118,0.9608233731739708,0.9152435167615434,0.0010342219409412963,0.039176626826029216,0.147247314453125,0.8823170731707318,0.9374797538062845
dataset\inputs\input00142.dcm,dataset\bone_masks\mask00142.dcm,2978,258799,243,124,0.9600257898130239,0.9245575908103073,0.0009380718184695918,0.039974210186976146,0.1399993896484375,0.8902840059790731,0.9419579313616954
dataset\inputs\input00143.dcm,dataset\bone_masks\mask00143.dcm,1015,260854,91,184,0.8465387823185988,0.9177215189873418,0.00034873249152120176,0.15346121768140117,0.1049041748046875,0.7868217054263565,0.8806941431670282
dataset\inputs\input00144.dcm,dataset\bone_masks\mask00144.dcm,3022,258869,94,159,0.9500157183275699,0.9698331193838254,0.0003629862181083784,0.049984281672430055,0.0965118408203125,0.9227480916030533,0.9598221375258059
dataset\inputs\input00145.dcm,dataset\bone_masks\mask00145.dcm,3105,258786,72,181,0.9449178332318929,0.9773371104815864,0.0002781447743550518,0.05508216676810712,0.0965118408203125,0.9246575342465754,0.9608540925266904
dataset\inputs\input00146.dcm,dataset\bone_masks\mask00146.dcm,3268,258604,107,165,0.9519370812700262,0.9682962962962963,0.0004135889080866295,0.048062918729973786,0.103759765625,0.9231638418079096,0.9600470035252644
dataset\inputs\input00147.dcm,dataset\bone_masks\mask00147.dcm,3425,258391,147,181,0.9498058790904049,0.9588465845464725,0.0005685817945524449,0.050194120909595116,0.1251220703125,0.9126032507327471,0.9543048202842017
dataset\inputs\input00148.dcm,dataset\bone_masks\mask00148.dcm,3634,258173,159,178,0.953305351521511,0.958080674927498,0.0006154870476750848,0.04669464847848898,0.1285552978515625,0.9151347267690759,0.9556870479947404
dataset\inputs\input00149.dcm,dataset\bone_masks\mask00149.dcm,3731,258067,168,178,0.9544640573036582,0.9569120287253142,0.0006505702170503611,0.04553594269634178,0.131988525390625,0.9151336767230807,0.9556864754098361
dataset\inputs\input00150.dcm,dataset\bone_masks\mask00150.dcm,3705,258090,136,213,0.945635528330781,0.96459255402239,0.0005266704359746889,0.05436447166921899,0.1331329345703125,0.9139121854958067,0.9550199768011342
dataset\inputs\input00151.dcm,dataset\bone_masks\mask00151.dcm,3602,258234,71,237,0.9382651732221933,0.9806697522461203,0.0002748688565842705,0.06173482677780672,0.11749267578125,0.9212276214833759,0.9589989350372737
dataset\inputs\input00152.dcm,dataset\bone_masks\mask00152.dcm,3512,258318,80,234,0.9375333689268553,0.977728285077951,0.0003095999195040209,0.062466631073144686,0.119781494140625,0.9179299529534761,0.9572090487871354
dataset\inputs\input00153.dcm,dataset\bone_masks\mask00153.dcm,3414,258471,58,201,0.9443983402489626,0.9832949308755761,0.0002243462048745015,0.05560165975103734,0.0988006591796875,0.9294854342499318,0.96345421193735
dataset\inputs\input00154.dcm,dataset\bone_masks\mask00154.dcm,1706,260176,137,125,0.9317312943746586,0.9256646771568096,0.0005262895053262803,0.06826870562534135,0.099945068359375,0.8668699186991868,0.9286880783886772
dataset\inputs\input00155.dcm,dataset\bone_masks\mask00155.dcm,3237,258615,86,206,0.9401684577403427,0.9741197712910021,0.0003324301027054399,0.059831542259657276,0.11138916015625,0.9172570133182204,0.9568430387230269
dataset\inputs\input00156.dcm,dataset\bone_masks\mask00156.dcm,3050,258774,120,200,0.9384615384615385,0.9621451104100947,0.00046351016246031195,0.06153846153846154,0.1220703125,0.9050445103857566,0.9501557632398754
dataset\inputs\input00157.dcm,dataset\bone_masks\mask00157.dcm,3002,258834,122,186,0.9416562107904642,0.9609475032010243,0.0004711225072985372,0.05834378920953576,0.11749267578125,0.9069486404833839,0.9512040557667935
dataset\inputs\input00158.dcm,dataset\bone_masks\mask00158.dcm,2965,258911,88,180,0.9427662957074722,0.9711758925646905,0.00033976965162027653,0.057233704292527825,0.10223388671875,0.9171048561707392,0.9567602452404002
dataset\inputs\input00159.dcm,dataset\bone_masks\mask00159.dcm,2931,258903,138,172,0.9445697711891717,0.9550342130987293,0.0005327342003775465,0.05543022881082823,0.118255615234375,0.9043505091021289,0.9497731691510045
dataset\inputs\input00160.dcm,dataset\bone_masks\mask00160.dcm,2983,258863,113,185,0.9416035353535354,0.963501291989664,0.000436333868775485,0.05839646464646465,0.113677978515625,0.9091740323072233,0.95242656449553
dataset\inputs\input00161.dcm,dataset\bone_masks\mask00161.dcm,2995,258810,116,223,0.9307022995649472,0.9627129540340726,0.00044800444914763293,0.06929770043505283,0.1293182373046875,0.8983203359328135,0.9464370358666456
dataset\inputs\input00162.dcm,dataset\bone_masks\mask00162.dcm,3108,258672,100,264,0.9217081850533808,0.9688279301745636,0.00038644057316865815,0.07829181494661921,0.13885498046875,0.8951612903225807,0.9446808510638298
dataset\inputs\input00163.dcm,dataset\bone_masks\mask00163.dcm,3422,258413,111,198,0.945303867403315,0.9685819416926125,0.000429360523587752,0.054696132596685085,0.1178741455078125,0.9171803805950148,0.9568013420942262
dataset\inputs\input00164.dcm,dataset\bone_masks\mask00164.dcm,3666,258150,128,200,0.9482669425763063,0.9662625197680548,0.0004955900231533464,0.05173305742369374,0.1251220703125,0.9178768152228342,0.9571801566579634
dataset\inputs\input00165.dcm,dataset\bone_masks\mask00165.dcm,2250,259698,112,84,0.9640102827763496,0.9525825571549534,0.0004310842538778338,0.03598971722365039,0.07476806640625,0.9198691741618971,0.9582623509369677
dataset\inputs\input00166.dcm,dataset\bone_masks\mask00166.dcm,3870,257924,119,231,0.9436722750548646,0.9701679618952118,0.0004611634495026023,0.056327724945135334,0.133514404296875,0.9170616113744074,0.9567367119901112
dataset\inputs\input00167.dcm,dataset\bone_masks\mask00167.dcm,4054,257668,127,295,0.9321683145550701,0.9696244917483856,0.0004926395003782075,0.06783168544492987,0.160980224609375,0.9057193923145667,0.9505275498241501
dataset\inputs\input00168.dcm,dataset\bone_masks\mask00168.dcm,4331,257423,127,263,0.9427514148889856,0.971511888739345,0.000493108134342846,0.05724858511101437,0.148773193359375,0.9173903833933488,0.9569155987627044
dataset\inputs\input00169.dcm,dataset\bone_masks\mask00169.dcm,4336,257380,187,241,0.947345422766004,0.9586557594516913,0.0007260246848392845,0.05265457723399607,0.16326904296875,0.9101595298068851,0.952967032967033
dataset\inputs\input00170.dcm,dataset\bone_masks\mask00170.dcm,4215,257447,279,203,0.954051607062019,0.937917222963952,0.0010825450284410575,0.04594839293798099,0.183868408203125,0.8973813072173727,0.9459156193895871
dataset\inputs\input00171.dcm,dataset\bone_masks\mask00171.dcm,4206,257494,181,263,0.9411501454464086,0.9587417369500798,0.0007024352381876395,0.05884985455359141,0.16937255859375,0.9045161290322581,0.9498644986449865
dataset\inputs\input00172.dcm,dataset\bone_masks\mask00172.dcm,4197,257613,160,174,0.9601921757035004,0.9632774845076888,0.0006207011595473537,0.03980782429649966,0.127410888671875,0.9262855881703819,0.9617323556370303
dataset\inputs\input00173.dcm,dataset\bone_masks\mask00173.dcm,4045,257757,180,162,0.9614927501782743,0.9573964497041421,0.0006978448225729539,0.038507249821725695,0.130462646484375,0.9220423979940735,0.9594402277039848
dataset\inputs\input00174.dcm,dataset\bone_masks\mask00174.dcm,3837,257952,205,150,0.9623777276147479,0.9492825333993072,0.0007940904178465043,0.03762227238525207,0.1354217529296875,0.9153148854961832,0.9557852783659235
dataset\inputs\input00175.dcm,dataset\bone_masks\mask00175.dcm,3598,258237,130,179,0.952607889859677,0.9651287553648069,0.0005031602333115297,0.047392110140323004,0.1178741455078125,0.9209111850524698,0.9588274483677548
dataset\inputs\input00176.dcm,dataset\bone_masks\mask00176.dcm,2174,259861,33,76,0.9662222222222222,0.9850475758948799,0.00012697484359007902,0.033777777777777775,0.0415802001953125,0.9522558037669733,0.9755440879515369
dataset\inputs\input00177.dcm,dataset\bone_masks\mask00177.dcm,3472,258321,174,177,0.951493559879419,0.9522764673614921,0.0006731271397899379,0.04850644012058098,0.1338958740234375,0.908187287470573,0.9518848526387937
dataset\inputs\input00178.dcm,dataset\bone_masks\mask00178.dcm,3445,258383,133,183,0.9495589856670342,0.9628283957518167,0.0005144749261167587,0.05044101433296582,0.12054443359375,0.9159797926083489,0.9561476547321677
dataset\inputs\input00179.dcm,dataset\bone_masks\mask00179.dcm,3546,258285,107,206,0.9450959488272921,0.9707090062961949,0.0004140995077246974,0.05490405117270789,0.1194000244140625,0.9188909043793727,0.9577312626603646
dataset\inputs\input00180.dcm,dataset\bone_masks\mask00180.dcm,3682,258160,100,202,0.9479917610710608,0.9735589635113696,0.0003872066909316193,0.052008238928939236,0.115203857421875,0.9241967871485942,0.9606052700234803
dataset\inputs\input00181.dcm,dataset\bone_masks\mask00181.dcm,3769,258007,156,212,0.9467470484802814,0.9602547770700637,0.0006042693956918691,0.053252951519718664,0.140380859375,0.9110466521634035,0.953453073614976
dataset\inputs\input00182.dcm,dataset\bone_masks\mask00182.dcm,3882,257943,119,200,0.9510044096031357,0.9702574356410897,0.0004611294960125861,0.04899559039686428,0.1216888427734375,0.9240656986431801,0.9605344550290733
dataset\inputs\input00183.dcm,dataset\bone_masks\mask00183.dcm,3929,257806,161,248,0.9406272444338042,0.9606356968215158,0.000624110835882109,0.05937275556619583,0.1560211181640625,0.9057169202397416,0.9505261884601427
dataset\inputs\input00184.dcm,dataset\bone_masks\mask00184.dcm,4103,257549,258,234,0.9460456536776574,0.940839257051135,0.0010007486220312094,0.05395434632234263,0.18768310546875,0.8929270946681174,0.9434352724764313
dataset\inputs\input00185.dcm,dataset\bone_masks\mask00185.dcm,4281,257235,383,245,0.945868316394167,0.9178816466552315,0.0014866973581038592,0.05413168360583297,0.23956298828125,0.8720717050315746,0.931664853101197
dataset\inputs\input00186.dcm,dataset\bone_masks\mask00186.dcm,4421,257114,348,261,0.9442545920546774,0.9270287271964772,0.0013516557783284523,0.05574540794532251,0.2323150634765625,0.8789264413518888,0.9355623743519205
dataset\inputs\input00187.dcm,dataset\bone_masks\mask00187.dcm,2078,259993,10,63,0.9705744978981784,0.9952107279693486,3.8461094679676774e-05,0.029425502101821578,0.0278472900390625,0.9660622966062298,0.9827382359895956
dataset\inputs\input00188.dcm,dataset\bone_masks\mask00188.dcm,4643,256791,467,243,0.9502660663119116,0.9086105675146771,0.001815298260889846,0.049733933688088414,0.270843505859375,0.867364094900056,0.9289715886354541
dataset\inputs\input00189.dcm,dataset\bone_masks\mask00189.dcm,4809,256607,505,223,0.9556836248012719,0.9049680090327437,0.0019641245838389497,0.04431637519872814,0.2777099609375,0.8685208596713023,0.9296346414073072
dataset\inputs\input00190.dcm,dataset\bone_masks\mask00190.dcm,4810,256706,451,177,0.9645077200721877,0.9142748526896027,0.0017537924303052221,0.035492279927812315,0.23956298828125,0.8845163663111438,0.9387197501951601
dataset\inputs\input00191.dcm,dataset\bone_masks\mask00191.dcm,4734,256946,289,175,0.964351191688735,0.9424646625522596,0.0011234863062957996,0.035648808311265025,0.177001953125,0.9107348980377069,0.9532823197744664
dataset\inputs\input00192.dcm,dataset\bone_masks\mask00192.dcm,4557,257131,253,203,0.9573529411764706,0.9474012474012474,0.0009829670842010382,0.04264705882352941,0.1739501953125,0.9090365050867745,0.9523510971786834
dataset\inputs\input00193.dcm,dataset\bone_masks\mask00193.dcm,4373,257321,253,197,0.9568927789934355,0.9453091223519239,0.0009822419964747994,0.04310722100656455,0.171661376953125,0.9066970765083973,0.9510656807307525
dataset\inputs\input00194.dcm,dataset\bone_masks\mask00194.dcm,4155,257590,181,218,0.9501486393780014,0.9582564575645757,0.0007021736347378099,0.04985136062199863,0.1522064208984375,0.9123847167325427,0.9541853255253187
dataset\inputs\input00195.dcm,dataset\bone_masks\mask00195.dcm,3965,257726,153,300,0.9296600234466589,0.9628460417678485,0.00059330150962273,0.07033997655334115,0.1728057861328125,0.8974649162516974,0.9459620660861267
dataset\inputs\input00196.dcm,dataset\bone_masks\mask00196.dcm,4062,257682,146,254,0.9411492122335496,0.9653041825095057,0.0005662689855252339,0.05885078776645042,0.152587890625,0.9103541012998656,0.9530736743312999
dataset\inputs\input00197.dcm,dataset\bone_masks\mask00197.dcm,4191,257527,184,242,0.9454094292803971,0.9579428571428571,0.0007139780606958958,0.05459057071960298,0.162506103515625,0.907732293697206,0.9516348773841962
dataset\inputs\input00198.dcm,dataset\bone_masks\mask00198.dcm,2010,260048,12,74,0.9644913627639156,0.9940652818991098,4.614319772360224e-05,0.03550863723608445,0.032806396484375,0.958969465648855,0.9790550414028252
dataset\inputs\input00199.dcm,dataset\bone_masks\mask00199.dcm,4329,257324,228,263,0.9427264808362369,0.9499670836076366,0.0008852581226315463,0.05727351916376307,0.1873016357421875,0.8981327800829875,0.9463329325609356
dataset\inputs\input00200.dcm,dataset\bone_masks\mask00200.dcm,4573,257097,191,283,0.9417215815485996,0.9599076406381192,0.0007423587575013215,0.05827841845140033,0.180816650390625,0.9060828214781058,0.9507276507276508
dataset\inputs\input00201.dcm,dataset\bone_masks\mask00201.dcm,4885,256785,203,271,0.9474398758727696,0.9601022012578616,0.000789920151913708,0.05256012412723041,0.180816650390625,0.9115506624370219,0.9537290121046467
dataset\inputs\input00202.dcm,dataset\bone_masks\mask00202.dcm,5061,256672,153,258,0.9514946418499718,0.9706559263521288,0.0005957363963788572,0.048505358150028204,0.1567840576171875,0.924890350877193,0.9609797778410709
dataset\inputs\input00203.dcm,dataset\bone_masks\mask00203.dcm,4997,256733,145,269,0.9489175845043677,0.9718008556981719,0.0005644702932909786,0.05108241549563236,0.157928466796875,0.9234891886897062,0.9602229054573405
dataset\inputs\input00204.dcm,dataset\bone_masks\mask00204.dcm,5035,256631,196,282,0.9469625728794433,0.9625310648059644,0.0007631596366425649,0.0530374271205567,0.182342529296875,0.9132958461817523,0.9546833522942738
dataset\inputs\input00205.dcm,dataset\bone_masks\mask00205.dcm,4985,256703,203,253,0.9516991218022146,0.9608712413261372,0.0007901722809120846,0.04830087819778541,0.1739501953125,0.9161918764932918,0.9562631881833877
dataset\inputs\input00206.dcm,dataset\bone_masks\mask00206.dcm,4795,256940,203,206,0.9588082383523295,0.9593837535014006,0.0007894440058644411,0.041191761647670466,0.1560211181640625,0.9214066102997693,0.9590959095909591
